1,ikj,963.126358
1,ikj,964.7397301
1,ikj,962.2473691
1,ikj,961.8951099
1,ikj,964.2347879
1,ikj,964.0411
1,ikj,961.4837179
1,ikj,963.1359551
4,ikj,647.0323551
4,ikj,644.42588
4,ikj,641.6261871
4,ikj,642.4062381
4,ikj,644.1395679
4,ikj,642.9047492
4,ikj,645.218184
4,ikj,643.4156361
4,ikj,643.0368559
8,ikj,924.4671319
8,ikj,917.0336549
8,ikj,907.8368659
8,ikj,890.6425579
8,ikj,1152.206562
8,ikj,1149.180226
8,ikj,772.1947269
8,ikj,1003.114983
8,ikj,837.6875629
12,ikj,730.6524761
12,ikj,779.705198
12,ikj,741.0861089
12,ikj,775.839525
12,ikj,768.2928171
12,ikj,677.445312
12,ikj,688.3197339
12,ikj,691.4974582
12,ikj,1287.813327
12,ikj,1142.842193
16,ikj,651.575598
16,ikj,700.4168169
16,ikj,711.1602519
16,ikj,726.877054
16,ikj,667.7477849
16,ikj,657.4610929
16,ikj,1202.155526
16,ikj,1040.70414
20,ikj,619.3350239
20,ikj,628.6311281
20,ikj,655.751915
20,ikj,616.307024
